Item number,Freq Target,Diam_LL,Diam_UL,Tip OD LENGTH,Formula-G,Formula-PO
5AIL20A,231,9.29,9.45,UPT TOD @25MM,#N/A,#N/A
5AIL20A,231,9.29,9.45,UPT TOD @76MM,#N/A,#N/A
6LWR60A,251,8.46,8.56,UPT TOD @25MM,#N/A,#N/A
6LWR60A,251,8.46,8.56,UPT TOD @76MM,#N/A,#N/A
6LWX60A,281,8.46,8.56,UPT TOD @25MM,#N/A,#N/A
6LWX60A,281,8.46,8.56,UPT TOD @76MM,#N/A,#N/A
7LHR20A,271,9.35,9.45,UPT TOD @32MM,#N/A,#N/A
7LHR20A,271,9.35,9.45,UPT TOD @76MM,#N/A,#N/A
7LHS20A,286,9.35,9.45,UPT TOD @32MM,#N/A,#N/A
7LHS20A,286,9.35,9.45,UPT TOD @76MM,#N/A,#N/A
7LHX20A,301,9.35,9.45,UPT TOD @32MM,#N/A,#N/A
7LHX20A,301,9.35,9.45,UPT TOD @76MM,#N/A,#N/A
7LWS60A,266,8.46,8.56,UPT TOD @25MM,#N/A,#N/A
7LWS60A,266,8.46,8.56,UPT TOD @76MM,#N/A,#N/A
7LWX60A,281,8.46,8.56,UPT TOD @25MM,3,1
7LWX60A,281,8.46,8.56,UPT TOD @76MM,3,1
8LWY60A,284,8.46,8.56,UPT TOD @25MM,#N/A,#N/A
8LWY60A,284,8.46,8.56,UPT TOD @76MM,#N/A,#N/A
AJ072-IR-4,267,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-4,267,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-5,278,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-5,278,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-6,288,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-6,288,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-7,299,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-7,299,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-8,307,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-8,307,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-9,315,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-9,315,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-A,334,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-A,334,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AJ072-IR-P,324,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AJ072-IR-P,324,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU172-IA-2,221,9.37,9.47,UPT TOD @10MM,#N/A,#N/A
AU172-IA-2,221,9.37,9.47,UPT TOD @50MM,#N/A,#N/A
AU172-IA-2,221,9.37,9.47,UPT TOD @100MM,#N/A,#N/A
AU172-IR-2,236,9.37,9.47,UPT TOD @10MM,#N/A,#N/A
AU172-IR-2,236,9.37,9.47,UPT TOD @50MM,#N/A,#N/A
AU172-IR-2,236,9.37,9.47,UPT TOD @100MM,#N/A,#N/A
AU172-IS-2,251,9.37,9.47,UPT TOD @10MM,#N/A,#N/A
AU172-IS-2,251,9.37,9.47,UPT TOD @50MM,#N/A,#N/A
AU172-IS-2,251,9.37,9.47,UPT TOD @100MM,#N/A,#N/A
AU173-IR-2,238,9.37,9.47,UPT TOD @10MM,#N/A,#N/A
AU173-IR-2,238,9.37,9.47,UPT TOD @50MM,#N/A,#N/A
AU173-IR-2,238,9.37,9.47,UPT TOD @100MM,#N/A,#N/A
AU173-IS-2,253,9.37,9.47,UPT TOD @10MM,#N/A,#N/A
AU173-IS-2,253,9.37,9.47,UPT TOD @50MM,#N/A,#N/A
AU173-IS-2,253,9.37,9.47,UPT TOD @100MM,#N/A,#N/A
AU176-IA-4,253,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-4,253,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-5,262,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-5,262,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-6,271,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-6,271,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-7,281,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-7,281,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-8,290,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-8,290,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-9,299,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-9,299,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-A,320,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-A,320,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IA-P,308,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IA-P,308,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-4,230,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-4,230,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-5,240,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-5,240,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-6,246,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-6,246,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-7,257,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-7,257,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-8,268,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-8,268,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-9,279,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-9,279,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-A,303,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-A,303,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IL-P,290,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IL-P,290,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-3,258,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-3,258,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-4,267,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-4,267,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-5,278,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-5,278,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-6,288,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-6,288,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-7,299,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-7,299,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-8,307,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-8,307,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-9,315,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-9,315,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-A,334,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-A,334,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IR-P,324,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IR-P,324,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-3,274,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-3,274,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-4,283,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-4,283,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-5,294,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-5,294,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-6,305,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-6,305,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-7,317,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-7,317,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-8,327,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-8,327,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-9,337,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-9,337,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-A,359,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-A,359,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU176-IS-P,345,9.01,9.11,UPT TOD @6MM,#N/A,#N/A
AU176-IS-P,345,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
AU184-WS-1,285,8.45,8.55,UPT TOD @10MM,2,2
AU184-WS-1,285,8.45,8.55,UPT TOD @38MM,2,2
AU184-WS-1,285,8.45,8.55,UPT TOD @75MM,2,2
AU184-WX-1,294,8.45,8.55,UPT TOD @10MM,2,2
AU184-WX-1,294,8.45,8.55,UPT TOD @38MM,2,2
AU184-WX-1,294,8.45,8.55,UPT TOD @75MM,2,2
AU185-WS-1,286,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU185-WS-1,286,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU185-WS-1,286,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU185-WX-1,296,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU185-WX-1,296,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU185-WX-1,296,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU186-WS-1,288,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU186-WS-1,288,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU186-WS-1,288,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU186-WX-1,299,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU186-WX-1,299,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU186-WX-1,299,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU189-IS-2,271,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AU189-IS-2,271,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
AU189-IS-2,271,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
AU189-IX-2,286,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AU189-IX-2,286,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
AU189-IX-2,286,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
AU193-IS-2,274,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AU193-IS-2,274,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
AU193-IS-2,274,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
AU193-IX-2,289,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AU193-IX-2,289,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
AU193-IX-2,289,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
AU196-WA-1,247,8.45,8.55,UPT TOD @10MM,3,1
AU196-WA-1,247,8.45,8.55,UPT TOD @32MM,3,1
AU196-WA-1,247,8.45,8.55,UPT TOD @65MM,3,1
AU196-WR-1,263,8.45,8.55,UPT TOD @10MM,7,1
AU196-WR-1,263,8.45,8.55,UPT TOD @32MM,7,1
AU196-WR-1,263,8.45,8.55,UPT TOD @65MM,7,1
AU196-WS-1,275,8.45,8.55,UPT TOD @10MM,7,1
AU196-WS-1,275,8.45,8.55,UPT TOD @32MM,7,1
AU196-WS-1,275,8.45,8.55,UPT TOD @65MM,7,1
AU196-WX-1,290,8.45,8.55,UPT TOD @10MM,7,1
AU196-WX-1,290,8.45,8.55,UPT TOD @32MM,7,1
AU196-WX-1,290,8.45,8.55,UPT TOD @65MM,7,1
AU197-WA-1,251,8.45,8.55,UPT TOD @10MM,7,1
AU197-WA-1,251,8.45,8.55,UPT TOD @32MM,7,1
AU197-WA-1,251,8.45,8.55,UPT TOD @65MM,7,1
AU197-WR-1,264,8.45,8.55,UPT TOD @10MM,7,1
AU197-WR-1,264,8.45,8.55,UPT TOD @32MM,7,1
AU197-WR-1,264,8.45,8.55,UPT TOD @65MM,7,1
AU197-WS-1,277,8.45,8.55,UPT TOD @10MM,7,1
AU197-WS-1,277,8.45,8.55,UPT TOD @32MM,7,1
AU197-WS-1,277,8.45,8.55,UPT TOD @65MM,7,1
AU197-WX-1,290,8.45,8.55,UPT TOD @10MM,7,1
AU197-WX-1,290,8.45,8.55,UPT TOD @32MM,7,1
AU197-WX-1,290,8.45,8.55,UPT TOD @65MM,7,1
AU205-WS-1,285,8.45,8.51,UPT TOD @10MM,2,2
AU205-WS-1,285,8.45,8.51,UPT TOD @38MM,2,2
AU205-WS-1,285,8.45,8.51,UPT TOD @75MM,2,2
AU205-WTX1,307,8.45,8.51,UPT TOD @10MM,4,2
AU205-WTX1,307,8.45,8.51,UPT TOD @38MM,4,2
AU205-WTX1,307,8.45,8.51,UPT TOD @75MM,4,2
AU205-WX-1,295,8.45,8.51,UPT TOD @10MM,#N/A,#N/A
AU205-WX-1,295,8.45,8.51,UPT TOD @38MM,#N/A,#N/A
AU205-WX-1,295,8.45,8.51,UPT TOD @75MM,#N/A,#N/A
AU206-WS-1,287,8.45,8.51,UPT TOD @10MM,#N/A,#N/A
AU206-WS-1,287,8.45,8.51,UPT TOD @38MM,#N/A,#N/A
AU206-WS-1,287,8.45,8.51,UPT TOD @75MM,#N/A,#N/A
AU206-WTX1,313,8.45,8.51,UPT TOD @10MM,#N/A,#N/A
AU206-WTX1,313,8.45,8.51,UPT TOD @38MM,#N/A,#N/A
AU206-WTX1,313,8.45,8.51,UPT TOD @75MM,#N/A,#N/A
AU206-WX-1,297,8.45,8.51,UPT TOD @10MM,#N/A,#N/A
AU206-WX-1,297,8.45,8.51,UPT TOD @38MM,#N/A,#N/A
AU206-WX-1,297,8.45,8.51,UPT TOD @75MM,#N/A,#N/A
AU207-WS-1,289,8.45,8.51,UPT TOD @10MM,#N/A,#N/A
AU207-WS-1,289,8.45,8.51,UPT TOD @38MM,#N/A,#N/A
AU207-WS-1,289,8.45,8.51,UPT TOD @75MM,#N/A,#N/A
AU207-WTX1,315,8.45,8.51,UPT TOD @10MM,#N/A,#N/A
AU207-WTX1,315,8.45,8.51,UPT TOD @38MM,#N/A,#N/A
AU207-WTX1,315,8.45,8.51,UPT TOD @75MM,#N/A,#N/A
AU207-WX-1,299,8.45,8.51,UPT TOD @10MM,5,1
AU207-WX-1,299,8.45,8.51,UPT TOD @38MM,5,1
AU207-WX-1,299,8.45,8.51,UPT TOD @75MM,5,1
AU209-WR-1,262,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU209-WR-1,262,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU209-WR-1,262,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU209-WS-1,275,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU209-WS-1,275,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU209-WS-1,275,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU209-WTX1,297,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU209-WTX1,297,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU209-WTX1,297,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU209-WX-1,291,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU209-WX-1,291,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU209-WX-1,291,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU210-WR-1,266,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU210-WR-1,266,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU210-WR-1,266,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU210-WS-1,279,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU210-WS-1,279,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU210-WS-1,279,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU210-WTX1,301,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU210-WTX1,301,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU210-WTX1,301,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU210-WX-1,292,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU210-WX-1,292,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU210-WX-1,292,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU211-WA-1,226,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU211-WA-1,226,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU211-WA-1,226,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU211-WL-1,211,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU211-WL-1,211,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU211-WL-1,211,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU211-WR-1,241,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU211-WR-1,241,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU211-WR-1,241,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU211-WS-1,256,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU211-WS-1,256,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AU211-WS-1,256,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AU213-IA-2,251,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU213-IA-2,251,8.45,8.55,UPT TOD @45MM,#N/A,#N/A
AU213-IA-2,251,8.45,8.55,UPT TOD @90MM,#N/A,#N/A
AU213-IL-2,236,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU213-IL-2,236,8.45,8.55,UPT TOD @45MM,#N/A,#N/A
AU213-IL-2,236,8.45,8.55,UPT TOD @90MM,#N/A,#N/A
AU213-IR-2,271,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU213-IR-2,271,8.45,8.55,UPT TOD @45MM,#N/A,#N/A
AU213-IR-2,271,8.45,8.55,UPT TOD @90MM,#N/A,#N/A
AU213-IS-2,286,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AU213-IS-2,286,8.45,8.55,UPT TOD @45MM,#N/A,#N/A
AU213-IS-2,286,8.45,8.55,UPT TOD @90MM,#N/A,#N/A
AU216-IS-2,271,9.35,9.41,UPT TOD @10MM,#N/A,#N/A
AU216-IS-2,271,9.35,9.41,UPT TOD @50MM,#N/A,#N/A
AU216-IS-2,271,9.35,9.41,UPT TOD @100MM,#N/A,#N/A
AU216-IX-2,286,9.35,9.41,UPT TOD @10MM,#N/A,#N/A
AU216-IX-2,286,9.35,9.41,UPT TOD @50MM,#N/A,#N/A
AU216-IX-2,286,9.35,9.41,UPT TOD @100MM,#N/A,#N/A
AU217-IS-2,274,9.35,9.41,UPT TOD @10MM,#N/A,#N/A
AU217-IS-2,274,9.35,9.41,UPT TOD @50MM,#N/A,#N/A
AU217-IS-2,274,9.35,9.41,UPT TOD @100MM,#N/A,#N/A
AU217-IX-2,289,9.35,9.41,UPT TOD @10MM,#N/A,#N/A
AU217-IX-2,289,9.35,9.41,UPT TOD @50MM,#N/A,#N/A
AU217-IX-2,289,9.35,9.41,UPT TOD @100MM,#N/A,#N/A
AX065-WA-1,246,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX065-WA-1,246,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX065-WA-1,246,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX065-WR-1,256,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX065-WR-1,256,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX065-WR-1,256,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX065-WS-1,266,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX065-WS-1,266,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX065-WS-1,266,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX066-WA-1,247,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX066-WA-1,247,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX066-WA-1,247,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX066-WR-1,257,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX066-WR-1,257,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX066-WR-1,257,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX066-WS-1,267,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX066-WS-1,267,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX066-WS-1,267,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX066-WX-1,277,8.44,8.54,UPT TOD @10MM,#N/A,#N/A
AX066-WX-1,277,8.44,8.54,UPT TOD @75MM,#N/A,#N/A
AX066-WX-1,277,8.44,8.54,UPT TOD @38MM,#N/A,#N/A
AX067-IL-1,234,9.35,9.45,UPT TOD @10MM,6,1
AX067-IL-1,234,9.35,9.45,UPT TOD @140MM,6,1
AX067-IL-1,234,9.35,9.45,UPT TOD @80MM,6,1
AX068-IA-1,271,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX068-IA-1,271,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX068-IA-1,271,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX068-IR-1,279,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX068-IR-1,279,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX068-IR-1,279,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX068-IS-1,292,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX068-IS-1,292,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX068-IS-1,292,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX069-IA-1,250,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX069-IA-1,250,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX069-IA-1,250,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX069-IR-1,261,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX069-IR-1,261,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX069-IR-1,261,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX069-IS-1,273,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX069-IS-1,273,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX069-IS-1,273,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX070-IL-1,245,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX070-IL-1,245,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX070-IL-1,245,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX072-IA-1,276,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX072-IA-1,276,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX072-IA-1,276,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX072-IR-1,286,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX072-IR-1,286,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX072-IR-1,286,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX072-IS-1,296,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
AX072-IS-1,296,9.35,9.45,UPT TOD @140MM,#N/A,#N/A
AX072-IS-1,296,9.35,9.45,UPT TOD @80MM,#N/A,#N/A
AX073-WTX1,293,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX073-WTX1,293,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX074-WTX1,293,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX074-WTX1,293,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX075-WTX1,293,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX075-WTX1,293,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX076-WTX1,293,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX076-WTX1,293,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX077-WTX1,293,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX077-WTX1,293,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX078-WTX1,293,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX078-WTX1,293,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX080-WA-1,228,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX080-WA-1,228,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX080-WR-1,243,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX080-WR-1,243,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX080-WS-1,258,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX080-WS-1,258,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX083-WTX1,303,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX083-WTX1,303,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX083-WTX1,303,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AX084-WTX1,308,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX084-WTX1,308,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX084-WTX1,308,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AX085-WTX1,310,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX085-WTX1,310,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX085-WTX1,310,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AX088-WR-1,228,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX088-WR-1,228,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX088-WS-1,258,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX088-WS-1,258,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX088-WSR1,243,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX088-WSR1,243,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX096-WR-1,259,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX096-WR-1,259,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX096-WR-1,259,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AX096-WTX1,299,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX096-WTX1,299,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX096-WTX1,299,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AX097-WS-1,276,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
AX097-WS-1,276,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
AX097-WS-1,276,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
AX097-WTX1,301,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
